csv_number,num_players,start_number,end_number,date,num_teama,num_teamb,teama_players,teamb_players,venue
64901,22,1188,1209,2004-05-29,11,11,"['S Matsikenyeri', 'BRM Taylor', 'V Sibanda', 'T Taibu', 'MA Vermeulen', 'A Maregwede', 'E Chigumbura', 'ML Nkala', 'T Mupariwa', 'W Mwayenga', 'EC Rainsford']","['AC Gilchrist', 'MJ Clarke', 'A Symonds', 'SR Watson', 'IJ Harvey', 'GB Hogg', 'DR Martyn', 'RT Ponting', 'JN Gillespie', 'MS Kasprowicz', 'GD McGrath']",Harare Sports Club
64905,22,1210,1231,2004-08-28,11,11,"['GC Smith', 'HH Gibbs', 'JH Kallis', 'JA Rudolph', 'MV Boucher', 'JP Duminy', 'SM Pollock', 'L Klusener', 'N Boje', 'RJ Peterson', 'M Ntini']","['DA Gunawardene', 'ST Jayasuriya', 'WS Jayantha', 'KC Sangakkara', 'DPMD Jayawardene', 'TM Dilshan', 'UDU Chandana', 'MF Maharoof', 'KS Lokuarachchi', 'SL Malinga', 'CRD Fernando']",Rangiri Dambulla International Stadium
64906,22,1232,1253,2004-08-31,11,11,"['DA Gunawardene', 'ST Jayasuriya', 'WS Jayantha', 'KC Sangakkara', 'DPMD Jayawardene', 'TM Dilshan', 'UDU Chandana', 'KS Lokuarachchi', 'MF Maharoof', 'DNT Zoysa', 'HMRKB Herath']","['GC Smith', 'HH Gibbs', 'JH Kallis', 'JA Rudolph', 'MV Boucher', 'SM Pollock', 'JP Duminy', 'L Klusener', 'N Boje', 'CK Langeveldt', 'M Ntini']",Sinhalese Sports Club
64907,22,1254,1275,2004-11-02,11,11,"['PG Fulton', 'NJ Astle', 'HJH Marshall', 'SB Styris', 'CD McMillan', 'BB McCullum', 'CL Cairns', 'CZ Harris', 'DL Vettori', 'AR Adams', 'KD Mills']","['Aftab Ahmed', 'Javed Omar', 'Rajin Saleh', 'Habibul Bashar', 'Mohammad Ashraful', 'Manjural Islam Rana', 'Khaled Mashud', 'Khaled Mahmud', 'Mohammad Rafique', 'Tapash Baisya', 'Nazmul Hossain']",MA Aziz Stadium
64910,22,1276,1297,2004-11-28,11,11,"['BRM Taylor', 'S Matsikenyeri', 'V Sibanda', 'DD Ebrahim', 'MA Vermeulen', 'T Taibu', 'E Chigumbura', 'T Panyangara', 'P Utseya', 'DT Hondo', 'CB Mpofu']","['VS Solanki', 'IR Bell', 'MP Vaughan', 'AJ Strauss', 'KP Pietersen', 'PD Collingwood', 'GO Jones', 'AF Giles', 'AG Wharf', 'D Gough', 'JM Anderson']",Harare Sports Club
64911,22,1298,1319,2004-12-01,11,11,"['VS Solanki', 'IR Bell', 'MP Vaughan', 'AJ Strauss', 'KP Pietersen', 'PD Collingwood', 'GO Jones', 'AF Giles', 'AG Wharf', 'D Gough', 'JM Anderson']","['S Matsikenyeri', 'BRM Taylor', 'DD Ebrahim', 'MA Vermeulen', 'H Masakadza', 'T Taibu', 'E Chigumbura', 'GM Ewing', 'T Panyangara', 'P Utseya', 'CB Mpofu']",Harare Sports Club
64913,22,1320,1341,2004-12-05,11,11,"['IR Bell', 'MJ Prior', 'MP Vaughan', 'AJ Strauss', 'KP Pietersen', 'PD Collingwood', 'GO Jones', 'GJ Batty', 'AG Wharf', 'SP Jones', 'D Gough']","['S Matsikenyeri', 'BRM Taylor', 'DD Ebrahim', 'MA Vermeulen', 'H Masakadza', 'T Taibu', 'E Chigumbura', 'ML Nkala', 'T Panyangara', 'P Utseya', 'EC Rainsford']",Queens Sports Club
64914,22,1342,1363,2004-12-23,11,11,"['SC Ganguly', 'SR Tendulkar', 'Yuvraj Singh', 'R Dravid', 'M Kaif', 'S Sriram', 'MS Dhoni', 'AB Agarkar', 'IK Pathan', 'Joginder Sharma', 'Harbhajan Singh']","['Nafees Iqbal', 'Mohammad Rafique', 'Habibul Bashar', 'Mohammad Ashraful', 'Aftab Ahmed', 'Rajin Saleh', 'Khaled Mashud', 'Mushfiqur Rahman', 'Khaled Mahmud', 'Tapash Baisya', 'Nazmul Hossain']",MA Aziz Stadium
64917,22,1364,1385,2004-12-27,11,11,"['V Sehwag', 'SR Tendulkar', 'SC Ganguly', 'R Dravid', 'M Kaif', 'Yuvraj Singh', 'MS Dhoni', 'AB Agarkar', 'Harbhajan Singh', 'Z Khan', 'Joginder Sharma']","['Nafees Iqbal', 'Rajin Saleh', 'Mohammad Rafique', 'Habibul Bashar', 'Mohammad Ashraful', 'Aftab Ahmed', 'Khaled Mashud', 'Khaled Mahmud', 'Mushfiqur Rahman', 'Mashrafe Mortaza', 'Hasibul Hossain']",Bangabandhu National Stadium
64919,22,1386,1407,2005-01-24,11,11,"['S Matsikenyeri', 'BG Rogers', 'DD Ebrahim', 'H Masakadza', 'BRM Taylor', 'T Taibu', 'E Chigumbura', 'T Panyangara', 'P Utseya', 'DT Hondo', 'CB Mpofu']","['Rajin Saleh', 'Nafees Iqbal', 'Aftab Ahmed', 'Habibul Bashar', 'Mohammad Ashraful', 'Manjural Islam Rana', 'Khaled Mahmud', 'Khaled Mashud', 'Mashrafe Mortaza', 'Tapash Baisya', 'Enamul Haque jnr']",MA Aziz Stadium
64922,22,1408,1429,2005-01-30,11,11,"['GC Smith', 'HH Gibbs', 'JH Kallis', 'AM Bacher', 'AG Prince', 'JM Kemp', 'MV Boucher', 'SM Pollock', 'N Boje', 'M Ntini', 'A Nel']","['ME Trescothick', 'GO Jones', 'MP Vaughan', 'AJ Strauss', 'KP Pietersen', 'PD Collingwood', 'IR Bell', 'AF Giles', 'Kabir Ali', 'D Gough', 'MJ Hoggard']",The Wanderers Stadium
64923,22,1430,1451,2005-01-31,11,11,"['S Matsikenyeri', 'BG Rogers', 'H Masakadza', 'BRM Taylor', 'T Taibu', 'E Chigumbura', 'V Sibanda', 'ML Nkala', 'T Panyangara', 'P Utseya', 'CB Mpofu']","['Mohammad Rafique', 'Nafees Iqbal', 'Aftab Ahmed', 'Habibul Bashar', 'Mohammad Ashraful', 'Khaled Mashud', 'Mashrafe Mortaza', 'Alok Kapali', 'Enamul Haque jnr', 'Manjural Islam Rana', 'Nazmul Hossain']",Bangabandhu National Stadium
64924,22,1452,1473,2005-02-02,11,11,"['ME Trescothick', 'GO Jones', 'MP Vaughan', 'AJ Strauss', 'KP Pietersen', 'PD Collingwood', 'IR Bell', 'AF Giles', 'Kabir Ali', 'D Gough', 'MJ Hoggard']","['GC Smith', 'AB de Villiers', 'JH Kallis', 'HH Gibbs', 'JM Kemp', 'MV Boucher', 'SM Pollock', 'AG Prince', 'AJ Hall', 'M Ntini', 'A Nel']",Mangaung Oval
64925,22,1474,1495,2005-02-04,11,11,"['ME Trescothick', 'GO Jones', 'VS Solanki', 'AJ Strauss', 'KP Pietersen', 'PD Collingwood', 'IR Bell', 'AF Giles', 'Kabir Ali', 'D Gough', 'MJ Hoggard']","['GC Smith', 'AB de Villiers', 'N Boje', 'JH Kallis', 'HH Gibbs', 'JM Kemp', 'AG Prince', 'MV Boucher', 'SM Pollock', 'M Ntini', 'A Nel']",St George's Park
64926,22,1496,1517,2005-02-06,11,11,"['GC Smith', 'AB de Villiers', 'JH Kallis', 'HH Gibbs', 'JM Kemp', 'AG Prince', 'MV Boucher', 'SM Pollock', 'N Boje', 'M Ntini', 'A Nel']","['ME Trescothick', 'GO Jones', 'MP Vaughan', 'AJ Strauss', 'KP Pietersen', 'IR Bell', 'PD Collingwood', 'AF Giles', 'Kabir Ali', 'D Gough', 'SJ Harmison']",Newlands
64927,22,1518,1539,2005-02-09,11,11,"['GC Smith', 'AB de Villiers', 'JH Kallis', 'HH Gibbs', 'AG Prince', 'JM Kemp', 'MV Boucher', 'SM Pollock', 'N Boje', 'M Ntini', 'A Nel']","['ME Trescothick', 'GO Jones', 'MP Vaughan', 'AJ Strauss', 'KP Pietersen', 'VS Solanki', 'PD Collingwood', 'AF Giles', 'Kabir Ali', 'D Gough', 'MJ Hoggard']",Buffalo Park
64928,22,1540,1561,2005-02-11,11,11,"['GC Smith', 'AM Bacher', 'JH Kallis', 'HH Gibbs', 'AG Prince', 'MV Boucher', 'JM Kemp', 'SM Pollock', 'AJ Hall', 'M Ntini', 'A Nel']","['ME Trescothick', 'GO Jones', 'MP Vaughan', 'AJ Strauss', 'KP Pietersen', 'VS Solanki', 'PD Collingwood', 'AF Giles', 'Kabir Ali', 'D Gough', 'AG Wharf']",Kingsmead
64929,22,1562,1583,2005-02-13,11,11,"['ME Trescothick', 'GO Jones', 'MP Vaughan', 'AJ Strauss', 'KP Pietersen', 'VS Solanki', 'PD Collingwood', 'AF Giles', 'Kabir Ali', 'AG Wharf', 'SJ Harmison']","['GC Smith', 'AJ Hall', 'JH Kallis', 'HH Gibbs', 'AG Prince', 'MV Boucher', 'JM Kemp', 'SM Pollock', 'N Boje', 'M Ntini', 'A Nel']",SuperSport Park
64932,22,1584,1605,2005-02-25,11,11,"['GC Smith', 'AM Bacher', 'JA Rudolph', 'HH Gibbs', 'JM Kemp', 'MV Boucher', 'AG Prince', 'JA Morkel', 'N Boje', 'AJ Hall', 'M Ntini']","['S Matsikenyeri', 'BG Rogers', 'H Masakadza', 'A Maregwede', 'BRM Taylor', 'T Taibu', 'E Chigumbura', 'SC Williams', 'T Panyangara', 'P Utseya', 'CB Mpofu']",The Wanderers Stadium
64933,22,1606,1627,2005-02-26,11,11,"['AC Gilchrist', 'SM Katich', 'RT Ponting', 'DR Martyn', 'A Symonds', 'MJ Clarke', 'MEK Hussey', 'GB Hogg', 'B Lee', 'JN Gillespie', 'MS Kasprowicz']","['SP Fleming', 'NJ Astle', 'MHW Papps', 'HJH Marshall', 'CD McMillan', 'JAH Marshall', 'CL Cairns', 'BB McCullum', 'DL Vettori', 'KD Mills', 'DR Tuffey']",Eden Park
64934,22,1628,1649,2005-02-27,11,11,"['GC Smith', 'AM Bacher', 'JA Morkel', 'JA Rudolph', 'HH Gibbs', 'AG Prince', 'JM Kemp', 'MV Boucher', 'AJ Hall', 'N Boje', 'CK Langeveldt']","['S Matsikenyeri', 'BG Rogers', 'H Masakadza', 'A Maregwede', 'BRM Taylor', 'T Taibu', 'SC Williams', 'GM Ewing', 'P Utseya', 'T Panyangara', 'CB Mpofu']",Kingsmead
64935,22,1650,1671,2005-03-01,11,11,"['SP Fleming', 'NJ Astle', 'CD Cumming', 'HJH Marshall', 'CD McMillan', 'JAH Marshall', 'CL Cairns', 'BB McCullum', 'JW Wilson', 'KD Mills', 'LJ Hamilton']","['AC Gilchrist', 'SM Katich', 'DR Martyn', 'A Symonds', 'MJ Clarke', 'JR Hopes', 'MEK Hussey', 'B Lee', 'JN Gillespie', 'MS Kasprowicz', 'GD McGrath']",Basin Reserve
64936,22,1672,1693,2005-03-02,11,11,"['S Matsikenyeri', 'BG Rogers', 'SC Williams', 'H Masakadza', 'BRM Taylor', 'T Taibu', 'HH Streak', 'GM Ewing', 'P Utseya', 'T Mupariwa', 'CB Mpofu']","['AM Bacher', 'AB de Villiers', 'JA Rudolph', 'HH Gibbs', 'AG Prince', 'JM Kemp', 'MV Boucher', 'N Boje', 'JA Morkel', 'CK Langeveldt', 'M Zondeki']",St George's Park
64939,22,1694,1715,2005-04-05,11,11,"['V Sehwag', 'SR Tendulkar', 'MS Dhoni', 'SC Ganguly', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'Harbhajan Singh', 'L Balaji', 'Z Khan', 'A Nehra']","['Salman Butt', 'Shahid Afridi', 'Abdul Razzaq', 'Inzamam-ul-Haq', 'Yousuf Youhana', 'Shoaib Malik', 'Mohammad Hafeez', 'Kamran Akmal', 'Naved-ul-Hasan', 'Mohammad Sami', 'Arshad Khan']",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
64941,22,1716,1737,2005-04-12,11,11,"['V Sehwag', 'SR Tendulkar', 'MS Dhoni', 'SC Ganguly', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'Z Khan', 'M Kartik', 'L Balaji', 'A Nehra']","['Salman Butt', 'Shahid Afridi', 'Abdul Razzaq', 'Shoaib Malik', 'Inzamam-ul-Haq', 'Yousuf Youhana', 'Younis Khan', 'Kamran Akmal', 'Mohammad Sami', 'Naved-ul-Hasan', 'Danish Kaneria']","Sardar Patel (Gujarat) Stadium, Motera"
64942,22,1738,1759,2005-04-15,11,11,"['V Sehwag', 'SR Tendulkar', 'MS Dhoni', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'D Mongia', 'Z Khan', 'L Balaji', 'Harbhajan Singh', 'A Kumble']","['Salman Butt', 'Shahid Afridi', 'Shoaib Malik', 'Yousuf Youhana', 'Inzamam-ul-Haq', 'Younis Khan', 'Abdul Razzaq', 'Kamran Akmal', 'Iftikhar Anjum', 'Naved-ul-Hasan', 'Arshad Khan']",Green Park
64943,22,1760,1781,2005-04-17,11,11,"['Salman Butt', 'Shahid Afridi', 'Shoaib Malik', 'Yousuf Youhana', 'Inzamam-ul-Haq', 'Younis Khan', 'Abdul Razzaq', 'Kamran Akmal', 'Naved-ul-Hasan', 'Iftikhar Anjum', 'Arshad Khan']","['V Sehwag', 'SR Tendulkar', 'MS Dhoni', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'D Mongia', 'AB Agarkar', 'Harbhajan Singh', 'Z Khan', 'A Nehra']",Arun Jaitley Stadium
65029,22,1782,1803,2003-06-17,11,11,"['ME Trescothick', 'VS Solanki', 'MP Vaughan', 'JO Troughton', 'A Flintoff', 'A McGrath', 'R Clarke', 'CMW Read', 'AF Giles', 'D Gough', 'JM Anderson']","['Imran Nazir', 'Mohammad Hafeez', 'Yasir Hameed', 'Yousuf Youhana', 'Younis Khan', 'Shoaib Malik', 'Azhar Mahmood', 'Rashid Latif', 'Abdul Razzaq', 'Mohammad Sami', 'Umar Gul']","Old Trafford, Manchester"
65030,22,1804,1825,2003-06-20,11,11,"['Imran Nazir', 'Mohammad Hafeez', 'Yasir Hameed', 'Yousuf Youhana', 'Younis Khan', 'Shoaib Malik', 'Rashid Latif', 'Azhar Mahmood', 'Abdul Razzaq', 'Shoaib Akhtar', 'Mohammad Sami']","['ME Trescothick', 'VS Solanki', 'MP Vaughan', 'JO Troughton', 'A Flintoff', 'A McGrath', 'R Clarke', 'CMW Read', 'AF Giles', 'D Gough', 'JM Anderson']","Kennington Oval, London"
65031,22,1826,1847,2003-06-22,11,11,"['Mohammad Hafeez', 'Imran Nazir', 'Yasir Hameed', 'Yousuf Youhana', 'Younis Khan', 'Shoaib Malik', 'Abdul Razzaq', 'Azhar Mahmood', 'Shoaib Akhtar', 'Mohammad Sami', 'Rashid Latif']","['ME Trescothick', 'VS Solanki', 'MP Vaughan', 'JO Troughton', 'A Flintoff', 'A McGrath', 'R Clarke', 'CMW Read', 'AF Giles', 'D Gough', 'JM Anderson']","Lord's, London"
65032,22,1848,1869,2004-09-01,11,11,"['V Sehwag', 'SC Ganguly', 'VVS Laxman', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'RS Gavaskar', 'IK Pathan', 'A Kumble', 'L Balaji', 'A Nehra']","['ME Trescothick', 'VS Solanki', 'MP Vaughan', 'AJ Strauss', 'A Flintoff', 'PD Collingwood', 'GO Jones', 'AF Giles', 'AG Wharf', 'D Gough', 'SJ Harmison']",Trent Bridge
65033,22,1870,1891,2004-09-03,11,11,"['ME Trescothick', 'VS Solanki', 'MP Vaughan', 'AJ Strauss', 'A Flintoff', 'PD Collingwood', 'GO Jones', 'AF Giles', 'AG Wharf', 'D Gough', 'SJ Harmison']","['SC Ganguly', 'V Sehwag', 'VVS Laxman', 'M Kaif', 'R Dravid', 'Yuvraj Singh', 'RS Gavaskar', 'AB Agarkar', 'IK Pathan', 'Harbhajan Singh', 'L Balaji']",Kennington Oval
65034,22,1892,1913,2004-09-05,11,11,"['SC Ganguly', 'VVS Laxman', 'M Kaif', 'V Sehwag', 'R Dravid', 'Yuvraj Singh', 'KD Karthik', 'Harbhajan Singh', 'IK Pathan', 'A Kumble', 'A Nehra']","['ME Trescothick', 'VS Solanki', 'MP Vaughan', 'AJ Strauss', 'A McGrath', 'PD Collingwood', 'GO Jones', 'AF Giles', 'AG Wharf', 'D Gough', 'SJ Harmison']",Lord's
65235,22,1914,1935,2003-02-09,11,11,"['CH Gayle', 'WW Hinds', 'BC Lara', 'S Chanderpaul', 'CL Hooper', 'RL Powell', 'RR Sarwan', 'RD Jacobs', 'VC Drakes', 'M Dillon', 'PT Collins']","['HH Gibbs', 'G Kirsten', 'HH Dippenaar', 'JH Kallis', 'JN Rhodes', 'MV Boucher', 'SM Pollock', 'L Klusener', 'N Boje', 'M Ntini', 'AA Donald']","Newlands, Cape Town"
65236,22,1936,1957,2003-02-10,11,11,"['CB Wishart', 'MA Vermeulen', 'A Flower', 'GW Flower', 'DD Ebrahim', 'GJ Whittall', 'T Taibu', 'HH Streak', 'BA Murphy', 'DT Hondo', 'HK Olonga']","['R Walters', 'SJ Swanepoel', 'AJ Burger', 'D Keulder', 'GB Murgatroyd', 'LJ Burger', 'DB Kotze', 'M Karg', 'G Snyman', 'JL Louw', 'BL Kotze']",Harare Sports Club
65237,22,1958,1979,2003-02-10,11,11,"['MS Atapattu', 'ST Jayasuriya', 'HP Tillakaratne', 'DPMD Jayawardene', 'PA de Silva', 'KC Sangakkara', 'RP Arnold', 'WPUJC Vaas', 'M Muralitharan', 'CRD Fernando', 'PW Gunaratne']","['SP Fleming', 'NJ Astle', 'CD McMillan', 'SB Styris', 'CL Cairns', 'L Vincent', 'CZ Harris', 'JDP Oram', 'AR Adams', 'DR Tuffey', 'SE Bond']","Goodyear Park, Bloemfontein"
65238,22,1980,2001,2003-02-11,11,11,"['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'JP Maher', 'A Symonds', 'GB Hogg', 'IJ Harvey', 'B Lee', 'JN Gillespie', 'GD McGrath']","['Taufeeq Umar', 'Shahid Afridi', 'Saleem Elahi', 'Inzamam-ul-Haq', 'Yousuf Youhana', 'Younis Khan', 'Abdul Razzaq', 'Rashid Latif', 'Wasim Akram', 'Waqar Younis', 'Shoaib Akhtar']","New Wanderers Stadium, Johannesburg"
65239,22,2002,2023,2003-02-11,11,11,"['I Maraj', 'JM Davison', 'DR Chumney', 'IS Billcliff', 'JV Harris', 'NA de Groot', 'AF Sattaur', 'A Bagai', 'S Thuraisingam', 'A Codrington', 'D Joseph']","['Hannan Sarkar', 'Al Sahariar', 'Habibul Bashar', 'Ehsanul Haque', 'Sanwar Hossain', 'Alok Kapali', 'Khaled Mashud', 'Mohammad Rafique', 'Tapash Baisya', 'Mashrafe Mortaza', 'Manjural Islam']","Kingsmead, Durban"
65240,22,2024,2045,2003-02-12,11,11,"['KO Otieno', 'RD Shah', 'BJ Patel', 'SO Tikolo', 'HS Modi', 'MO Odumbe', 'TM Odoyo', 'CO Obuya', 'MA Suji', 'PJ Ongondo', 'AY Karim']","['HH Gibbs', 'G Kirsten', 'N Boje', 'HH Dippenaar', 'MV Boucher', 'JH Kallis', 'SM Pollock', 'L Klusener', 'CK Langeveldt', 'M Ntini', 'JN Rhodes']","North West Cricket Stadium, Potchefstroom"
65241,22,2046,2067,2003-02-12,11,11,"['SC Ganguly', 'SR Tendulkar', 'V Sehwag', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'D Mongia', 'Harbhajan Singh', 'A Kumble', 'Z Khan', 'J Srinath']","['JF Kloppenburg', 'DLS van Bunge', 'HJC Mol', 'B Zuiderent', 'TBM de Leede', 'LP van Troost', 'RH Scholte', 'RP Lefebvre', 'E Schiferli', 'J Smits', 'Adeel Raja']","Boland Bank Park, Paarl"
65242,22,2068,2089,2003-02-13,11,11,"['SP Fleming', 'DL Vettori', 'NJ Astle', 'SB Styris', 'CL Cairns', 'L Vincent', 'CZ Harris', 'BB McCullum', 'AR Adams', 'JDP Oram', 'SE Bond']","['CH Gayle', 'WW Hinds', 'BC Lara', 'S Chanderpaul', 'CL Hooper', 'RR Sarwan', 'RL Powell', 'RD Jacobs', 'VC Drakes', 'NAM McLean', 'M Dillon']","St George's Park, Port Elizabeth"
65244,22,2090,2111,2003-02-15,11,11,"['SC Ganguly', 'SR Tendulkar', 'V Sehwag', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'D Mongia', 'A Kumble', 'Harbhajan Singh', 'Z Khan', 'J Srinath']","['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'DS Lehmann', 'MG Bevan', 'A Symonds', 'GB Hogg', 'B Lee', 'GD McGrath', 'JN Gillespie']","SuperSport Park, Centurion"
65245,22,2112,2133,2003-02-15,11,11,"['I Maraj', 'JM Davison', 'DR Chumney', 'IS Billcliff', 'JV Harris', 'AF Sattaur', 'NA de Groot', 'A Bagai', 'S Thuraisingam', 'A Codrington', 'D Joseph']","['KO Otieno', 'RD Shah', 'SO Tikolo', 'HS Modi', 'MO Odumbe', 'TM Odoyo', 'PJ Ongondo', 'DO Obuya', 'CO Obuya', 'MA Suji', 'AO Suji']","Newlands, Cape Town"
65246,22,2134,2155,2003-02-16,11,11,"['LP van Troost', 'DLS van Bunge', 'NA Statham', 'B Zuiderent', 'KJJ van Noortwijk', 'TBM de Leede', 'JF Kloppenburg', 'E Schiferli', 'RP Lefebvre', 'Adeel Raja', 'J Smits']","['ME Trescothick', 'NV Knight', 'MP Vaughan', 'A Flintoff', 'ID Blackwell', 'PD Collingwood', 'N Hussain', 'C White', 'AJ Stewart', 'AR Caddick', 'JM Anderson']","Buffalo Park, East London"
65247,22,2156,2177,2003-02-16,11,11,"['Saeed Anwar', 'Saleem Elahi', 'Younis Khan', 'Inzamam-ul-Haq', 'Yousuf Youhana', 'Rashid Latif', 'Wasim Akram', 'Abdul Razzaq', 'Waqar Younis', 'Saqlain Mushtaq', 'Shoaib Akhtar']","['R Walters', 'SJ Swanepoel', 'AJ Burger', 'D Keulder', 'GB Murgatroyd', 'LJ Burger', 'DB Kotze', 'G Snyman', 'M van Schoor', 'BL Kotze', 'RJ van Vuuren']","De Beers Diamond Oval, Kimberley"
65248,22,2178,2199,2003-02-16,11,11,"['GC Smith', 'HH Gibbs', 'N Boje', 'JH Kallis', 'MV Boucher', 'L Klusener', 'SM Pollock', 'G Kirsten', 'HH Dippenaar', 'M Ntini', 'AA Donald']","['CD McMillan', 'SP Fleming', 'NJ Astle', 'SB Styris', 'CL Cairns', 'L Vincent', 'BB McCullum', 'JDP Oram', 'AR Adams', 'DL Vettori', 'SE Bond']","New Wanderers Stadium, Johannesburg"
65249,22,2200,2221,2003-02-18,11,11,"['WW Hinds', 'CH Gayle', 'BC Lara', 'S Chanderpaul', 'CL Hooper', 'RR Sarwan', 'RL Powell', 'RD Jacobs', 'VC Drakes', 'M Dillon', 'CD Collymore']","['Al Sahariar', 'Ehsanul Haque', 'Mohammad Ashraful', 'Sanwar Hossain', 'Tushar Imran', 'Alok Kapali', 'Khaled Mashud', 'Mohammad Rafique', 'Khaled Mahmud', 'Talha Jubair', 'Manjural Islam']","Willowmoore Park, Benoni"
65250,22,2222,2243,2003-02-19,11,11,"['V Sehwag', 'SR Tendulkar', 'D Mongia', 'SC Ganguly', 'R Dravid', 'Yuvraj Singh', 'M Kaif', 'Harbhajan Singh', 'Z Khan', 'A Nehra', 'J Srinath']","['CB Wishart', 'MA Vermeulen', 'A Flower', 'GW Flower', 'DD Ebrahim', 'AM Blignaut', 'T Taibu', 'GJ Whittall', 'HH Streak', 'BA Murphy', 'DT Hondo']",Harare Sports Club
65251,22,2244,2265,2003-02-19,11,11,"['DR Chumney', 'JM Davison', 'AF Sattaur', 'IS Billcliff', 'NA de Groot', 'JV Harris', 'I Maraj', 'A Bagai', 'S Thuraisingam', 'A Codrington', 'BB Seebaran']","['MS Atapattu', 'ST Jayasuriya', 'KC Sangakkara', 'PA de Silva', 'DPMD Jayawardene', 'HP Tillakaratne', 'RP Arnold', 'WPUJC Vaas', 'M Muralitharan', 'CRD Fernando', 'RAP Nissanka']","Boland Bank Park, Paarl"
65252,22,2266,2287,2003-02-19,11,11,"['ME Trescothick', 'NV Knight', 'MP Vaughan', 'AJ Stewart', 'PD Collingwood', 'A Flintoff', 'ID Blackwell', 'C White', 'RC Irani', 'AR Caddick', 'JM Anderson']","['SJ Swanepoel', 'AJ Burger', 'LJ Burger', 'D Keulder', 'GB Murgatroyd', 'G Snyman', 'DB Kotze', 'SF Burger', 'M van Schoor', 'BL Kotze', 'RJ van Vuuren']","St George's Park, Port Elizabeth"
65254,22,2288,2309,2003-02-22,11,11,"['Al Sahariar', 'Ehsanul Haque', 'Mohammad Ashraful', 'Sanwar Hossain', 'Alok Kapali', 'Tushar Imran', 'Khaled Mashud', 'Khaled Mahmud', 'Mohammad Rafique', 'Manjural Islam', 'Talha Jubair']","['HH Gibbs', 'G Kirsten', 'JH Kallis', 'HH Dippenaar', 'AJ Hall', 'L Klusener', 'MV Boucher', 'SM Pollock', 'RJ Peterson', 'M Ntini', 'M Zondeki']","Goodyear Park, Bloemfontein"
65255,22,2310,2331,2003-02-22,11,11,"['ME Trescothick', 'NV Knight', 'MP Vaughan', 'N Hussain', 'AJ Stewart', 'PD Collingwood', 'A Flintoff', 'C White', 'AF Giles', 'AR Caddick', 'JM Anderson']","['Saeed Anwar', 'Shahid Afridi', 'Inzamam-ul-Haq', 'Yousuf Youhana', 'Younis Khan', 'Abdul Razzaq', 'Rashid Latif', 'Wasim Akram', 'Saqlain Mushtaq', 'Waqar Younis', 'Shoaib Akhtar']","Newlands, Cape Town"
65256,22,2332,2353,2003-02-23,11,11,"['I Maraj', 'JM Davison', 'DR Chumney', 'IS Billcliff', 'N Ifill', 'JV Harris', 'NA de Groot', 'A Bagai', 'A Codrington', 'BB Seebaran', 'D Joseph']","['CH Gayle', 'WW Hinds', 'BC Lara', 'RR Sarwan', 'CL Hooper', 'S Chanderpaul', 'RL Powell', 'RD Jacobs', 'VC Drakes', 'M Dillon', 'PT Collins']","SuperSport Park, Centurion"
65257,22,2354,2375,2003-02-23,11,11,"['V Sehwag', 'SR Tendulkar', 'SC Ganguly', 'Yuvraj Singh', 'R Dravid', 'D Mongia', 'M Kaif', 'Harbhajan Singh', 'Z Khan', 'A Nehra', 'J Srinath']","['SJ Swanepoel', 'AJ Burger', 'LJ Burger', 'D Keulder', 'GB Murgatroyd', 'DB Kotze', 'M van Schoor', 'BO van Rooi', 'BL Kotze', 'G Snyman', 'RJ van Vuuren']","City Oval, Pietermaritzburg"
65258,22,2376,2397,2003-02-24,11,11,"['KO Otieno', 'RD Shah', 'BJ Patel', 'SO Tikolo', 'HS Modi', 'MO Odumbe', 'TM Odoyo', 'CO Obuya', 'AO Suji', 'PJ Ongondo', 'MA Suji']","['MS Atapattu', 'ST Jayasuriya', 'HP Tillakaratne', 'PA de Silva', 'DPMD Jayawardene', 'KC Sangakkara', 'RP Arnold', 'WPUJC Vaas', 'RAP Nissanka', 'M Muralitharan', 'CRD Fernando']","Gymkhana Club Ground, Nairobi"
65259,22,2398,2419,2003-02-24,11,11,"['CB Wishart', 'GJ Whittall', 'A Flower', 'GW Flower', 'DD Ebrahim', 'T Taibu', 'DA Marillier', 'AM Blignaut', 'HH Streak', 'BA Murphy', 'DT Hondo']","['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'DR Martyn', 'DS Lehmann', 'A Symonds', 'MG Bevan', 'GB Hogg', 'B Lee', 'JN Gillespie', 'GD McGrath']","Queens Sports Club, Bulawayo"
