csv_number,num_players,start_number,end_number,date,num_teama,num_teamb,teama_players,teamb_players,venue
749787,22,29597,29618,2015-01-20,11,11,"['MJ Guptill', 'BB McCullum', 'KS Williamson', 'LRPL Taylor', 'GD Elliott', 'CJ Anderson', 'L Ronchi', 'DL Vettori', 'TG Southee', 'AF Milne', 'MJ McClenaghan']","['FDM Karunaratne', 'TM Dilshan', 'KC Sangakkara', 'DPMD Jayawardene', 'AD Mathews', 'HDRL Thirimanne', 'NLTC Perera', 'BMAJ Mendis', 'KMDN Kulasekara', 'SMSM Senanayake', 'HMRKB Herath']",Saxton Oval
749789,22,29619,29640,2015-01-23,11,11,"['MJ Guptill', 'BB McCullum', 'KS Williamson', 'LRPL Taylor', 'GD Elliott', 'CJ Anderson', 'L Ronchi', 'NL McCullum', 'TG Southee', 'MJ McClenaghan', 'TA Boult']","['HDRL Thirimanne', 'TM Dilshan', 'KC Sangakkara', 'DPMD Jayawardene', 'KMDN Kulasekara', 'BMAJ Mendis', 'LD Chandimal', 'NLTC Perera', 'FDM Karunaratne', 'SMSM Senanayake', 'RAS Lakmal']",University Oval
749791,22,29641,29662,2015-01-25,11,11,"['MJ Guptill', 'BB McCullum', 'KS Williamson', 'LRPL Taylor', 'CJ Anderson', 'L Ronchi', 'GD Elliott', 'DL Vettori', 'KD Mills', 'TA Boult', 'MJ McClenaghan']","['HDRL Thirimanne', 'TM Dilshan', 'KC Sangakkara', 'DPMD Jayawardene', 'FDM Karunaratne', 'LD Chandimal', 'BMAJ Mendis', 'NLTC Perera', 'KTGD Prasad', 'HMRKB Herath', 'RAS Lakmal']",University Oval
749793,22,29663,29684,2015-01-29,11,11,"['MJ Guptill', 'TWM Latham', 'KS Williamson', 'LRPL Taylor', 'GD Elliott', 'CJ Anderson', 'L Ronchi', 'DL Vettori', 'KD Mills', 'TG Southee', 'MJ McClenaghan']","['HDRL Thirimanne', 'TM Dilshan', 'KC Sangakkara', 'DPMD Jayawardene', 'S Prasanna', 'LD Chandimal', 'NLTC Perera', 'KMDN Kulasekara', 'FDM Karunaratne', 'RMS Eranga', 'PVD Chameera']",Westpac Stadium
749795,22,29685,29706,2015-01-31,11,11,"['MJ Guptill', 'BB McCullum', 'TWM Latham', 'LRPL Taylor', 'GD Elliott', 'CJ Anderson', 'L Ronchi', 'NL McCullum', 'KD Mills', 'AF Milne', 'TA Boult']","['Mohammad Hafeez', 'Ahmed Shehzad', 'Younis Khan', 'Misbah-ul-Haq', 'Haris Sohail', 'Umar Akmal', 'Sarfraz Ahmed', 'Shahid Afridi', 'Bilawal Bhatti', 'Ehsan Adil', 'Mohammad Irfan']",Westpac Stadium
749797,22,29707,29728,2015-02-03,11,11,"['MJ Guptill', 'BB McCullum', 'KS Williamson', 'LRPL Taylor', 'GD Elliott', 'L Ronchi', 'NL McCullum', 'DL Vettori', 'TG Southee', 'AF Milne', 'TA Boult']","['Mohammad Hafeez', 'Ahmed Shehzad', 'Younis Khan', 'Misbah-ul-Haq', 'Shahid Afridi', 'Umar Akmal', 'Haris Sohail', 'Sarfraz Ahmed', 'Bilawal Bhatti', 'Ehsan Adil', 'Mohammad Irfan']",McLean Park
750663,22,29729,29750,2014-11-26,11,11,"['TM Dilshan', 'MDKJ Perera', 'KC Sangakkara', 'DPMD Jayawardene', 'AD Mathews', 'NLTC Perera', 'HDRL Thirimanne', 'BMAJ Mendis', 'KTGD Prasad', 'HMRKB Herath', 'BAW Mendis']","['AN Cook', 'MM Ali', 'IR Bell', 'JE Root', 'EJG Morgan', 'JC Buttler', 'RS Bopara', 'BA Stokes', 'CR Woakes', 'JC Tredwell', 'HF Gurney']",R Premadasa Stadium
750665,22,29751,29772,2014-11-29,11,11,"['TM Dilshan', 'MDKJ Perera', 'KC Sangakkara', 'DPMD Jayawardene', 'AD Mathews', 'NLTC Perera', 'HDRL Thirimanne', 'BMAJ Mendis', 'KTGD Prasad', 'HMRKB Herath', 'BAW Mendis']","['AN Cook', 'MM Ali', 'IR Bell', 'JE Root', 'EJG Morgan', 'RS Bopara', 'JC Buttler', 'CR Woakes', 'JC Tredwell', 'ST Finn', 'HF Gurney']",R Premadasa Stadium
750667,22,29773,29794,2014-12-03,11,11,"['TM Dilshan', 'MDKJ Perera', 'KC Sangakkara', 'SHT Kandamby', 'AD Mathews', 'HDRL Thirimanne', 'BMAJ Mendis', 'NLTC Perera', 'KTGD Prasad', 'HMRKB Herath', 'BAW Mendis']","['AN Cook', 'MM Ali', 'AD Hales', 'JE Root', 'RS Bopara', 'EJG Morgan', 'JC Buttler', 'BA Stokes', 'CR Woakes', 'CJ Jordan', 'ST Finn']","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
750669,22,29795,29816,2014-12-07,11,11,"['TM Dilshan', 'MDKJ Perera', 'KC Sangakkara', 'DPMD Jayawardene', 'AD Mathews', 'HDRL Thirimanne', 'BMAJ Mendis', 'NLTC Perera', 'KTGD Prasad', 'HMRKB Herath', 'BAW Mendis']","['MM Ali', 'AD Hales', 'JWA Taylor', 'JE Root', 'RS Bopara', 'EJG Morgan', 'JC Buttler', 'BA Stokes', 'CR Woakes', 'CJ Jordan', 'ST Finn']",R Premadasa Stadium
750671,22,29817,29838,2014-12-10,11,11,"['TM Dilshan', 'MDKJ Perera', 'KC Sangakkara', 'DPMD Jayawardene', 'AD Mathews', 'HDRL Thirimanne', 'BMAJ Mendis', 'NLTC Perera', 'SMSM Senanayake', 'KTGD Prasad', 'BAW Mendis']","['AN Cook', 'MM Ali', 'JWA Taylor', 'JE Root', 'RS Bopara', 'EJG Morgan', 'JC Buttler', 'CR Woakes', 'CJ Jordan', 'JC Tredwell', 'ST Finn']",Pallekele International Cricket Stadium
750673,22,29839,29860,2014-12-13,11,11,"['DPMD Jayawardene', 'TM Dilshan', 'KC Sangakkara', 'S Prasanna', 'AD Mathews', 'LD Chandimal', 'NLTC Perera', 'BMAJ Mendis', 'HDRL Thirimanne', 'SMSM Senanayake', 'RAS Lakmal']","['AN Cook', 'MM Ali', 'JWA Taylor', 'JE Root', 'RS Bopara', 'EJG Morgan', 'JC Buttler', 'CR Woakes', 'CJ Jordan', 'JC Tredwell', 'ST Finn']",Pallekele International Cricket Stadium
750675,22,29861,29882,2014-12-16,11,11,"['DPMD Jayawardene', 'TM Dilshan', 'KC Sangakkara', 'AD Mathews', 'LD Chandimal', 'NLTC Perera', 'S Prasanna', 'BMAJ Mendis', 'HDRL Thirimanne', 'RAS Lakmal', 'MDK Perera']","['AN Cook', 'MM Ali', 'AD Hales', 'JE Root', 'JWA Taylor', 'EJG Morgan', 'JC Buttler', 'CR Woakes', 'CJ Jordan', 'JC Tredwell', 'HF Gurney']",R Premadasa Stadium
754723,22,29883,29904,2014-11-14,11,11,"['DA Warner', 'AJ Finch', 'SR Watson', 'MJ Clarke', 'GJ Bailey', 'MR Marsh', 'MS Wade', 'GJ Maxwell', 'MG Johnson', 'NM Coulter-Nile', 'JR Hazlewood']","['HM Amla', 'Q de Kock', 'F du Plessis', 'F Behardien', 'AB de Villiers', 'DA Miller', 'R McLaren', 'VD Philander', 'DW Steyn', 'M Morkel', 'Imran Tahir']",Western Australia Cricket Association Ground
754725,22,29905,29926,2014-11-16,11,11,"['DA Warner', 'AJ Finch', 'SR Watson', 'SPD Smith', 'GJ Bailey', 'MR Marsh', 'MS Wade', 'GJ Maxwell', 'MG Johnson', 'NM Coulter-Nile', 'JR Hazlewood']","['Q de Kock', 'HM Amla', 'F du Plessis', 'RR Rossouw', 'AB de Villiers', 'F Behardien', 'DA Miller', 'VD Philander', 'DW Steyn', 'M Morkel', 'Imran Tahir']",Western Australia Cricket Association Ground
754727,22,29927,29948,2014-11-19,11,11,"['AJ Finch', 'DA Warner', 'SR Watson', 'SPD Smith', 'GJ Bailey', 'MR Marsh', 'MS Wade', 'MA Starc', 'KW Richardson', 'XJ Doherty', 'JR Hazlewood']","['HM Amla', 'Q de Kock', 'F du Plessis', 'RR Rossouw', 'AB de Villiers', 'F Behardien', 'DA Miller', 'VD Philander', 'DW Steyn', 'M Morkel', 'Imran Tahir']",Manuka Oval
754729,22,29949,29970,2014-11-21,11,11,"['AJ Finch', 'DA Warner', 'SR Watson', 'SPD Smith', 'GJ Bailey', 'GJ Maxwell', 'MS Wade', 'JP Faulkner', 'PJ Cummins', 'NM Coulter-Nile', 'MA Starc']","['Q de Kock', 'HM Amla', 'F du Plessis', 'AB de Villiers', 'DA Miller', 'F Behardien', 'R McLaren', 'RJ Peterson', 'WD Parnell', 'DW Steyn', 'KJ Abbott']",Melbourne Cricket Ground
754731,22,29971,29992,2014-11-23,11,11,"['DA Warner', 'AJ Finch', 'SR Watson', 'SPD Smith', 'GJ Maxwell', 'GJ Bailey', 'MS Wade', 'JP Faulkner', 'PJ Cummins', 'MA Starc', 'JR Hazlewood']","['HM Amla', 'Q de Kock', 'RR Rossouw', 'F du Plessis', 'DA Miller', 'F Behardien', 'WD Parnell', 'R McLaren', 'RJ Peterson', 'M Morkel', 'KJ Abbott']",Sydney Cricket Ground
754749,22,29993,30014,2015-01-18,11,11,"['AJ Finch', 'DA Warner', 'SR Watson', 'SPD Smith', 'GJ Maxwell', 'GJ Bailey', 'BJ Haddin', 'JP Faulkner', 'MA Starc', 'PJ Cummins', 'GS Sandhu']","['RG Sharma', 'S Dhawan', 'AM Rahane', 'V Kohli', 'SK Raina', 'MS Dhoni', 'AR Patel', 'R Ashwin', 'B Kumar', 'Mohammed Shami', 'UT Yadav']",Melbourne Cricket Ground
754751,22,30015,30036,2015-01-16,11,11,"['DA Warner', 'AJ Finch', 'SR Watson', 'SPD Smith', 'GJ Bailey', 'GJ Maxwell', 'BJ Haddin', 'JP Faulkner', 'MA Starc', 'PJ Cummins', 'XJ Doherty']","['IR Bell', 'MM Ali', 'JWA Taylor', 'JE Root', 'EJG Morgan', 'RS Bopara', 'JC Buttler', 'CR Woakes', 'CJ Jordan', 'SCJ Broad', 'ST Finn']",Sydney Cricket Ground
754753,22,30037,30058,2015-01-20,11,11,"['IR Bell', 'MM Ali', 'JWA Taylor', 'JE Root', 'EJG Morgan', 'RS Bopara', 'JC Buttler', 'CR Woakes', 'SCJ Broad', 'JM Anderson', 'ST Finn']","['AM Rahane', 'S Dhawan', 'AT Rayudu', 'V Kohli', 'SK Raina', 'MS Dhoni', 'STR Binny', 'AR Patel', 'B Kumar', 'Mohammed Shami', 'UT Yadav']","Brisbane Cricket Ground, Woolloongabba"
754755,22,30059,30080,2015-01-23,11,11,"['AJ Finch', 'SE Marsh', 'SPD Smith', 'CL White', 'GJ Maxwell', 'JP Faulkner', 'BJ Haddin', 'MC Henriques', 'MA Starc', 'PJ Cummins', 'GS Sandhu']","['MM Ali', 'IR Bell', 'JWA Taylor', 'JE Root', 'EJG Morgan', 'JC Buttler', 'RS Bopara', 'CR Woakes', 'SCJ Broad', 'JM Anderson', 'ST Finn']",Bellerive Oval
754757,22,30081,30102,2015-01-26,11,11,"['AJ Finch', 'DA Warner', 'GJ Maxwell', 'SPD Smith', 'GJ Bailey', 'JP Faulkner', 'MR Marsh', 'BJ Haddin', 'MA Starc', 'JR Hazlewood', 'XJ Doherty']","['AM Rahane', 'S Dhawan', 'AT Rayudu', 'V Kohli', 'SK Raina', 'MS Dhoni', 'STR Binny', 'AR Patel', 'RA Jadeja', 'Mohammed Shami', 'I Sharma']",Sydney Cricket Ground
754759,22,30103,30124,2015-01-30,11,11,"['IR Bell', 'MM Ali', 'JWA Taylor', 'JE Root', 'EJG Morgan', 'RS Bopara', 'JC Buttler', 'CR Woakes', 'SCJ Broad', 'JM Anderson', 'ST Finn']","['AM Rahane', 'S Dhawan', 'V Kohli', 'SK Raina', 'AT Rayudu', 'MS Dhoni', 'STR Binny', 'RA Jadeja', 'AR Patel', 'MM Sharma', 'Mohammed Shami']",Western Australia Cricket Association Ground
754761,22,30125,30146,2015-02-01,11,11,"['AJ Finch', 'DA Warner', 'SPD Smith', 'GJ Bailey', 'GJ Maxwell', 'MR Marsh', 'BJ Haddin', 'JP Faulkner', 'MG Johnson', 'MA Starc', 'JR Hazlewood']","['MM Ali', 'IR Bell', 'JWA Taylor', 'JE Root', 'EJG Morgan', 'RS Bopara', 'JC Buttler', 'CR Woakes', 'SCJ Broad', 'ST Finn', 'JM Anderson']",Western Australia Cricket Association Ground
760787,22,30147,30168,2014-11-21,11,11,"['Tamim Iqbal', 'Anamul Haque', 'Mominul Haque', 'Mahmudullah', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Sabbir Rahman', 'Mashrafe Mortaza', 'Arafat Sunny', 'Al-Amin Hossain', 'Rubel Hossain']","['H Masakadza', 'Sikandar Raza', 'V Sibanda', 'BRM Taylor', 'RW Chakabva', 'E Chigumbura', 'SF Mire', 'T Panyangara', 'J Nyumbu', 'TL Chatara', 'T Kamungozi']",Zahur Ahmed Chowdhury Stadium
760789,22,30169,30190,2014-11-23,11,11,"['Tamim Iqbal', 'Anamul Haque', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Sabbir Rahman', 'Mahmudullah', 'Mominul Haque', 'Mashrafe Mortaza', 'Rubel Hossain', 'Arafat Sunny', 'Al-Amin Hossain']","['H Masakadza', 'Sikandar Raza', 'V Sibanda', 'BRM Taylor', 'SF Mire', 'RW Chakabva', 'E Chigumbura', 'T Panyangara', 'J Nyumbu', 'TL Chatara', 'T Kamungozi']",Zahur Ahmed Chowdhury Stadium
760791,22,30191,30212,2014-11-26,11,11,"['Tamim Iqbal', 'Anamul Haque', 'Mominul Haque', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Mahmudullah', 'Sabbir Rahman', 'Mashrafe Mortaza', 'Arafat Sunny', 'Rubel Hossain', 'Shafiul Islam']","['H Masakadza', 'V Sibanda', 'T Maruma', 'BRM Taylor', 'SF Mire', 'RW Chakabva', 'E Chigumbura', 'PJ Moor', 'N Madziva', 'T Panyangara', 'T Kamungozi']",Shere Bangla National Stadium
760793,22,30213,30234,2014-11-28,11,11,"['Tamim Iqbal', 'Anamul Haque', 'Imrul Kayes', 'Mahmudullah', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Sabbir Rahman', 'Abul Hasan', 'Mashrafe Mortaza', 'Rubel Hossain', 'Jubair Hossain']","['H Masakadza', 'V Sibanda', 'T Maruma', 'BRM Taylor', 'SF Mire', 'RW Chakabva', 'E Chigumbura', 'PJ Moor', 'N Madziva', 'TL Chatara', 'T Kamungozi']",Shere Bangla National Stadium
760795,22,30235,30256,2014-12-01,11,11,"['Tamim Iqbal', 'Anamul Haque', 'Soumya Sarkar', 'Mahmudullah', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Sabbir Rahman', 'Abul Hasan', 'Mashrafe Mortaza', 'Taijul Islam', 'Jubair Hossain']","['H Masakadza', 'Sikandar Raza', 'V Sibanda', 'BRM Taylor', 'SF Mire', 'T Maruma', 'E Chigumbura', 'T Panyangara', 'J Nyumbu', 'TL Chatara', 'T Kamungozi']",Shere Bangla National Stadium
760889,22,30257,30278,2015-05-08,11,11,"['WTS Porterfield', 'PR Stirling', 'EC Joyce', ""NJ O'Brien"", 'A Balbirnie', 'GC Wilson', ""KJ O'Brien"", 'GH Dockrell', 'AR Cusack', 'JF Mooney', 'CA Young']","['JWA Taylor', 'ZS Ansari', 'JM Bairstow', 'TT Bresnan', 'ST Finn', 'AD Hales', 'AU Rashid', 'JJ Roy', 'JM Vince', 'DJ Willey', 'MA Wood']","The Village, Malahide"
770121,22,30279,30300,2014-10-08,11,11,"['AM Rahane', 'S Dhawan', 'V Kohli', 'AT Rayudu', 'SK Raina', 'MS Dhoni', 'RA Jadeja', 'B Kumar', 'A Mishra', 'MM Sharma', 'Mohammed Shami']","['DR Smith', 'DJ Bravo', 'DM Bravo', 'MN Samuels', 'D Ramdin', 'KA Pollard', 'AD Russell', 'DJG Sammy', 'SJ Benn', 'R Rampaul', 'JE Taylor']",Nehru Stadium
770123,22,30301,30322,2014-10-11,11,11,"['AM Rahane', 'S Dhawan', 'AT Rayudu', 'V Kohli', 'SK Raina', 'MS Dhoni', 'RA Jadeja', 'B Kumar', 'Mohammed Shami', 'A Mishra', 'UT Yadav']","['DR Smith', 'DM Bravo', 'KA Pollard', 'MN Samuels', 'D Ramdin', 'DJ Bravo', 'AD Russell', 'DJG Sammy', 'R Rampaul', 'JE Taylor', 'SJ Benn']",Feroz Shah Kotla
770127,22,30323,30344,2014-10-17,11,11,"['AM Rahane', 'S Dhawan', 'V Kohli', 'SK Raina', 'MS Dhoni', 'RA Jadeja', 'AT Rayudu', 'AR Patel', 'B Kumar', 'Mohammed Shami', 'UT Yadav']","['DR Smith', 'DM Bravo', 'KA Pollard', 'MN Samuels', 'D Ramdin', 'DJ Bravo', 'DJG Sammy', 'AD Russell', 'JO Holder', 'JE Taylor', 'SJ Benn']",Himachal Pradesh Cricket Association Stadium
792289,22,30345,30366,2014-11-02,11,11,"['AM Rahane', 'S Dhawan', 'SK Raina', 'V Kohli', 'AT Rayudu', 'WP Saha', 'AR Patel', 'R Ashwin', 'UT Yadav', 'VR Aaron', 'I Sharma']","['WU Tharanga', 'TM Dilshan', 'KC Sangakkara', 'DPMD Jayawardene', 'S Prasanna', 'AD Mathews', 'SMA Priyanjan', 'NLTC Perera', 'S Randiv', 'KTGD Prasad', 'PLS Gamage']",Barabati Stadium
792291,22,30367,30388,2014-11-06,11,11,"['AM Rahane', 'S Dhawan', 'AT Rayudu', 'V Kohli', 'SK Raina', 'RA Jadeja', 'WP Saha', 'R Ashwin', 'AR Patel', 'UT Yadav', 'I Sharma']","['MDKJ Perera', 'TM Dilshan', 'KC Sangakkara', 'DPMD Jayawardene', 'AD Mathews', 'S Prasanna', 'SMA Priyanjan', 'NLTC Perera', 'S Randiv', 'KTGD Prasad', 'PLS Gamage']","Sardar Patel Stadium, Motera"
792293,22,30389,30410,2014-11-09,11,11,"['AM Rahane', 'S Dhawan', 'AT Rayudu', 'V Kohli', 'SK Raina', 'WP Saha', 'R Ashwin', 'UT Yadav', 'DS Kulkarni', 'I Sharma', 'AR Patel']","['MDKJ Perera', 'TM Dilshan', 'KC Sangakkara', 'DPMD Jayawardene', 'AD Mathews', 'SMA Priyanjan', 'PC de Silva', 'NLTC Perera', 'S Prasanna', 'KMDN Kulasekara', 'PLS Gamage']","Rajiv Gandhi International Stadium, Uppal"
792295,22,30411,30432,2014-11-13,11,11,"['AM Rahane', 'RG Sharma', 'AT Rayudu', 'V Kohli', 'SK Raina', 'RV Uthappa', 'STR Binny', 'AR Patel', 'KV Sharma', 'UT Yadav', 'DS Kulkarni']","['MDKJ Perera', 'TM Dilshan', 'LD Chandimal', 'DPMD Jayawardene', 'AD Mathews', 'HDRL Thirimanne', 'NLTC Perera', 'S Prasanna', 'KMDN Kulasekara', 'BAW Mendis', 'RMS Eranga']",Eden Gardens
792297,22,30433,30454,2014-11-16,11,11,"['AM Rahane', 'RG Sharma', 'AT Rayudu', 'V Kohli', 'RV Uthappa', 'KM Jadhav', 'STR Binny', 'R Ashwin', 'AR Patel', 'KV Sharma', 'DS Kulkarni']","['N Dickwella', 'TM Dilshan', 'LD Chandimal', 'DPMD Jayawardene', 'AD Mathews', 'HDRL Thirimanne', 'NLTC Perera', 'S Prasanna', 'BAW Mendis', 'RMS Eranga', 'PLS Gamage']",JSCA International Stadium Complex
800469,22,30455,30476,2016-02-03,11,11,"['Q de Kock', 'HM Amla', 'F du Plessis', 'AB de Villiers', 'JP Duminy', 'RR Rossouw', 'F Behardien', 'CH Morris', 'M Morkel', 'M de Lange', 'Imran Tahir']","['JJ Roy', 'AD Hales', 'JE Root', 'JC Buttler', 'EJG Morgan', 'BA Stokes', 'MM Ali', 'CJ Jordan', 'AU Rashid', 'DJ Willey', 'RJW Topley']",Mangaung Oval
800471,22,30477,30498,2016-02-06,11,11,"['HM Amla', 'Q de Kock', 'F du Plessis', 'AB de Villiers', 'JP Duminy', 'RR Rossouw', 'F Behardien', 'K Rabada', 'KJ Abbott', 'M Morkel', 'Imran Tahir']","['JJ Roy', 'AD Hales', 'JE Root', 'EJG Morgan', 'BA Stokes', 'JC Buttler', 'MM Ali', 'CJ Jordan', 'AU Rashid', 'DJ Willey', 'RJW Topley']",St George's Park
800473,22,30499,30520,2016-02-09,11,11,"['Q de Kock', 'HM Amla', 'D Wiese', 'F du Plessis', 'AB de Villiers', 'JP Duminy', 'F Behardien', 'K Rabada', 'KJ Abbott', 'M Morkel', 'Imran Tahir']","['JJ Roy', 'AD Hales', 'JE Root', 'JC Buttler', 'EJG Morgan', 'BA Stokes', 'MM Ali', 'CJ Jordan', 'DJ Willey', 'AU Rashid', 'RJW Topley']",SuperSport Park
800475,22,30521,30542,2016-02-12,11,11,"['HM Amla', 'Q de Kock', 'F du Plessis', 'AB de Villiers', 'JP Duminy', 'F Behardien', 'D Wiese', 'CH Morris', 'K Rabada', 'KJ Abbott', 'Imran Tahir']","['JJ Roy', 'AD Hales', 'JE Root', 'EJG Morgan', 'BA Stokes', 'JC Buttler', 'MM Ali', 'CR Woakes', 'AU Rashid', 'SCJ Broad', 'RJW Topley']",New Wanderers Stadium
800477,22,30543,30564,2016-02-14,11,11,"['Q de Kock', 'HM Amla', 'F du Plessis', 'RR Rossouw', 'AB de Villiers', 'F Behardien', 'D Wiese', 'CH Morris', 'K Rabada', 'KJ Abbott', 'Imran Tahir']","['JJ Roy', 'AD Hales', 'JE Root', 'EJG Morgan', 'BA Stokes', 'JC Buttler', 'MM Ali', 'CR Woakes', 'AU Rashid', 'SCJ Broad', 'RJW Topley']",Newlands
810829,22,30565,30586,2015-01-12,11,11,"['WTS Porterfield', 'PR Stirling', 'EC Joyce', ""NJ O'Brien"", 'GC Wilson', ""KJ O'Brien"", 'A Balbirnie', 'JF Mooney', 'AR Cusack', 'CA Young', 'GH Dockrell']","['KJ Coetzer', 'CS MacLeod', 'HJW Gardiner', 'MW Machan', 'PL Mommsen', 'RD Berrington', 'MH Cross', 'RML Taylor', 'MA Leask', 'RM Haq', 'I Wardlaw']",Dubai International Cricket Stadium
817207,22,30587,30608,2015-07-10,11,11,"['Tamim Iqbal', 'Soumya Sarkar', 'Liton Das', 'Mahmudullah', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Sabbir Rahman', 'Nasir Hossain', 'Mashrafe Mortaza', 'Jubair Hossain', 'Mustafizur Rahman']","['Q de Kock', 'HM Amla', 'F du Plessis', 'RR Rossouw', 'DA Miller', 'JP Duminy', 'F Behardien', 'CH Morris', 'KJ Abbott', 'K Rabada', 'Imran Tahir']",Shere Bangla National Stadium
817209,22,30609,30630,2015-07-12,11,11,"['Tamim Iqbal', 'Soumya Sarkar', 'Liton Das', 'Mahmudullah', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Sabbir Rahman', 'Nasir Hossain', 'Mashrafe Mortaza', 'Rubel Hossain', 'Mustafizur Rahman']","['HM Amla', 'Q de Kock', 'F du Plessis', 'RR Rossouw', 'DA Miller', 'JP Duminy', 'F Behardien', 'CH Morris', 'K Rabada', 'KJ Abbott', 'Imran Tahir']",Shere Bangla National Stadium
817211,22,30631,30652,2015-07-15,11,11,"['Tamim Iqbal', 'Soumya Sarkar', 'Liton Das', 'Mahmudullah', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Sabbir Rahman', 'Nasir Hossain', 'Mashrafe Mortaza', 'Rubel Hossain', 'Mustafizur Rahman']","['Q de Kock', 'HM Amla', 'F du Plessis', 'RR Rossouw', 'DA Miller', 'JP Duminy', 'F Behardien', 'K Rabada', 'KJ Abbott', 'M Morkel', 'Imran Tahir']",Zahur Ahmed Chowdhury Stadium
848843,22,30653,30674,2015-08-19,11,11,"['MN van Wyk', 'HM Amla', 'RR Rossouw', 'AB de Villiers', 'DA Miller', 'F Behardien', 'D Wiese', 'VD Philander', 'K Rabada', 'DW Steyn', 'Imran Tahir']","['TWM Latham', 'L Ronchi', 'KS Williamson', 'MJ Guptill', 'GD Elliott', 'JDS Neesham', 'C Munro', 'NL McCullum', 'AF Milne', 'MJ McClenaghan', 'IS Sodhi']",SuperSport Park
848845,22,30675,30696,2015-08-23,11,11,"['HM Amla', 'MN van Wyk', 'RR Rossouw', 'AB de Villiers', 'DA Miller', 'F Behardien', 'D Wiese', 'VD Philander', 'AM Phangiso', 'DW Steyn', 'Imran Tahir']","['MJ Guptill', 'TWM Latham', 'KS Williamson', 'GH Worker', 'GD Elliott', 'L Ronchi', 'C Munro', 'DAJ Bracewell', 'BM Wheeler', 'AF Milne', 'IS Sodhi']",Senwes Park
848847,22,30697,30718,2015-08-26,11,11,"['MN van Wyk', 'HM Amla', 'RR Rossouw', 'AB de Villiers', 'DA Miller', 'F Behardien', 'D Wiese', 'KJ Abbott', 'DW Steyn', 'K Rabada', 'Imran Tahir']","['MJ Guptill', 'TWM Latham', 'KS Williamson', 'GH Worker', 'GD Elliott', 'C Munro', 'L Ronchi', 'DAJ Bracewell', 'AF Milne', 'BM Wheeler', 'IS Sodhi']",Kingsmead
858485,22,30719,30740,2015-04-17,11,11,"['Tamim Iqbal', 'Soumya Sarkar', 'Mahmudullah', 'Mushfiqur Rahim', 'Shakib Al Hasan', 'Sabbir Rahman', 'Nasir Hossain', 'Abul Hasan', 'Arafat Sunny', 'Taskin Ahmed', 'Rubel Hossain']","['Azhar Ali', 'Sarfraz Ahmed', 'Mohammad Hafeez', 'Haris Sohail', 'Mohammad Rizwan', 'Fawad Alam', 'Saad Nasim', 'Wahab Riaz', 'Saeed Ajmal', 'Junaid Khan', 'Rahat Ali']",Shere Bangla National Stadium
858487,22,30741,30762,2015-04-19,11,11,"['Tamim Iqbal', 'Soumya Sarkar', 'Mahmudullah', 'Mushfiqur Rahim', 'Shakib Al Hasan', 'Sabbir Rahman', 'Nasir Hossain', 'Mashrafe Mortaza', 'Arafat Sunny', 'Taskin Ahmed', 'Rubel Hossain']","['Azhar Ali', 'Sarfraz Ahmed', 'Mohammad Hafeez', 'Haris Sohail', 'Fawad Alam', 'Mohammad Rizwan', 'Saad Nasim', 'Wahab Riaz', 'Junaid Khan', 'Saeed Ajmal', 'Rahat Ali']",Shere Bangla National Stadium
858489,22,30763,30784,2015-04-22,11,11,"['Tamim Iqbal', 'Soumya Sarkar', 'Mahmudullah', 'Mushfiqur Rahim', 'Shakib Al Hasan', 'Sabbir Rahman', 'Nasir Hossain', 'Mashrafe Mortaza', 'Arafat Sunny', 'Taskin Ahmed', 'Rubel Hossain']","['Azhar Ali', 'Sami Aslam', 'Mohammad Hafeez', 'Haris Sohail', 'Mohammad Rizwan', 'Fawad Alam', 'Saad Nasim', 'Wahab Riaz', 'Umar Gul', 'Zulfiqar Babar', 'Junaid Khan']",Shere Bangla National Stadium
860269,22,30785,30806,2015-07-11,11,11,"['MDKJ Perera', 'TM Dilshan', 'HDRL Thirimanne', 'WU Tharanga', 'AD Mathews', 'LD Chandimal', 'NLTC Perera', 'TAM Siriwardana', 'S Prasanna', 'SL Malinga', 'RAS Lakmal']","['Azhar Ali', 'Ahmed Shehzad', 'Mohammad Hafeez', 'Babar Azam', 'Shoaib Malik', 'Mohammad Rizwan', 'Sarfraz Ahmed', 'Anwar Ali', 'Yasir Shah', 'Rahat Ali', 'Mohammad Irfan']",Rangiri Dambulla International Stadium
